Dataset,Framework,Trial,F1 Score
1479,lightwood,12.0,0.470694515675962
1479,lightwood,13.0,0.5070949219005341
1479,lightwood,14.0,0.5184858939538525
1479,lightwood,15.0,0.4967584505596202
1479,lightwood,16.0,0.563474615039551
1479,lightwood,17.0,0.5447856170237058
1479,lightwood,18.0,0.45677941699363644
1479,lightwood,19.0,0.46902789044754833
1479,lightwood,20.0,0.5348007940600532
1479,mljar,1.0,0.8928953500954344
1479,mljar,2.0,0.9300055878041521
1479,mljar,3.0,0.9465002455057121
1479,mljar,4.0,0.9217177009133238
1479,mljar,5.0,0.9177150031387319
1479,mljar,6.0,0.9381663543882849
1479,mljar,7.0,0.9259334537789822
1479,mljar,8.0,0.9136622933011846
1479,mljar,9.0,0.9382276723709967
1479,mljar,10.0,0.9423868312757202
1479,mljar,11.0,0.9341137453944918
1479,mljar,12.0,0.9259886750399086
1479,mljar,13.0,0.9135362666494099
1479,mljar,14.0,0.9258380414312618
1479,mljar,15.0,0.9424377124709252
1479,mljar,16.0,0.8761070853462158
1479,mljar,17.0,0.9423105094829128
1479,mljar,18.0,0.9215707283345076
1479,mljar,19.0,0.8763547837621911
1479,mljar,20.0,0.930012687190124
1479,naive,1.0,0.958856100906688
1479,naive,2.0,0.9505251019867728
1479,naive,3.0,0.975307805660513
1479,naive,4.0,0.9505736714975845
1479,naive,5.0,0.9629189109589429
1479,naive,6.0,0.9670591399204969
1479,naive,7.0,0.9506122660618438
1479,naive,8.0,0.9217388013812023
1479,naive,9.0,0.9711836561527035
1479,naive,10.0,0.9670781893004116
1479,naive,11.0,0.9465655846614153
1479,naive,12.0,0.9506390901771337
1479,naive,13.0,0.9629692356426204
1479,naive,14.0,0.9464857398024666
1479,naive,15.0,0.9712227577151324
1479,naive,16.0,0.9341452232027818
1479,pycaret,1.0,0.958856100906688
1479,pycaret,2.0,0.9546633984443692
1479,pycaret,3.0,0.9711924398876912
1479,pycaret,4.0,0.9670658983718988
1479,pycaret,5.0,0.9752868357487923
1479,pycaret,6.0,0.9505533341411204
1479,pycaret,7.0,0.9341006016106164
1479,pycaret,8.0,0.9588477366255144
1479,pycaret,9.0,0.9629366034225981
1479,pycaret,10.0,0.9753086419753086
1479,pycaret,11.0,0.958884080336375
1479,pycaret,12.0,0.9670927267847558
1479,pycaret,13.0,0.9711963444756784
1479,pycaret,14.0,0.942377070302434
1479,pycaret,15.0,0.9383469536615816
1479,pycaret,16.0,0.9547294430213024
1479,pycaret,17.0,0.9670781893004116
1479,pycaret,18.0,0.9794196765874326
1479,pycaret,19.0,0.9381773615150488
1479,pycaret,20.0,0.958822613143601
1479,tpot,1.0,0.9506223018393908
1479,tpot,2.0,0.9876539028090104
1479,tpot,3.0,0.9629617084270314
1479,tpot,4.0,0.9546786689498191
1479,tpot,5.0,0.9794203778156009
1479,tpot,6.0,0.9505887098807453
1479,tpot,7.0,0.9711963428883668
1479,tpot,8.0,0.9917695473251029
1479,tpot,9.0,0.9753036234066045
1479,tpot,10.0,0.938214843195686
1479,tpot,11.0,0.9794448269393803
1479,tpot,12.0,0.979436443488731
1479,tpot,13.0,0.9835390946502057
1479,tpot,14.0,0.9835363058006954
1479,tpot,15.0,0.962989394165375
1479,tpot,16.0,0.9835390946502057
1479,tpot,17.0,0.9670536074433864
1479,tpot,18.0,0.9917692685535043
1479,tpot,19.0,0.9835290452574402
1479,tpot,20.0,0.9917720596732942
1510,4intelligence,1.0,0.9789566628363946
1510,4intelligence,2.0,0.9748973832884168
1510,4intelligence,3.0,0.9827071900862924
1510,4intelligence,4.0,0.9827071900862924
1510,4intelligence,5.0,0.979849750600214
1510,4intelligence,6.0,0.9827071900862924
1510,4intelligence,7.0,0.9806935220543872
1510,4intelligence,8.0,0.9827071900862924
1510,4intelligence,9.0,0.9804352993378452
1510,4intelligence,10.0,0.9804352993378452
1510,4intelligence,11.0,0.9827071900862924
1510,4intelligence,12.0,0.9827071900862924
1510,4intelligence,13.0,0.9827071900862924
1510,4intelligence,14.0,0.9804352993378452
1510,4intelligence,15.0,0.9806935220543872
1510,4intelligence,16.0,0.9806935220543872
1510,4intelligence,17.0,0.9806935220543872
1510,4intelligence,18.0,0.9827071900862924
1510,4intelligence,19.0,0.9827071900862924
1510,4intelligence,20.0,0.9827071900862924
1510,autogluon,1.0,0.938904609193234
1510,autogluon,2.0,0.9473684210526315
1510,autogluon,3.0,0.964800855743678
1510,autogluon,4.0,0.9644506001846722
1510,autogluon,5.0,0.9643874643874643
1510,autogluon,6.0,0.9559711605199416
1510,autogluon,7.0,0.9562799231673403
1510,autogluon,8.0,0.937489340301314
1510,autogluon,9.0,0.9556931544547642
1510,autogluon,10.0,0.9644196486301749
1510,autogluon,11.0,0.9912133978913833
1510,autogluon,12.0,0.9646963562753036
1510,autogluon,13.0,0.9825499264365392
1510,autogluon,14.0,0.9649122807017544
1510,autogluon,15.0,0.9650478854140182
1510,autogluon,16.0,1.0
1510,autogluon,17.0,0.9736533016826774
1510,autogluon,18.0,0.9912118871012456
1510,autogluon,19.0,0.9552943990909363
1510,autogluon,20.0,0.9912019876383678
1510,autokeras,1.0,0.9562212662481583
1510,autokeras,2.0,0.9823481781376517
1510,autokeras,3.0,0.9646655000673039
1510,autokeras,4.0,0.9734329804040505
1510,autokeras,5.0,0.9559912854030501
1510,autokeras,6.0,0.9646331017416961
1510,autokeras,7.0,0.9735947712418299
1510,autokeras,8.0,0.9647641831852358
1510,autokeras,9.0,0.9736004671522273
1510,autokeras,10.0,0.991200155717409
1510,autokeras,11.0,0.9823944451922646
1510,autokeras,12.0,0.9473684210526315
1510,autokeras,13.0,0.9823481781376517
1510,autokeras,14.0,0.9737624581375282
1510,autokeras,15.0,0.9825239427070089
1510,autokeras,16.0,1.0
1510,autokeras,17.0,0.9735785911619373
1510,autokeras,18.0,0.9736356613037366
1510,autokeras,19.0,0.946112115732369
1510,autokeras,20.0,0.9644506001846722
1510,autopytorch,1.0,0.9302702612358141
1510,autopytorch,2.0,0.9298245614035088
1510,autopytorch,3.0,0.964800855743678
1510,autopytorch,4.0,0.9553950235064784
1510,autopytorch,5.0,0.9643874643874643
1510,autopytorch,6.0,0.9122807017543859
1510,autopytorch,7.0,0.9649122807017544
1510,autopytorch,8.0,0.9468857206888823
1510,autopytorch,9.0,0.9736004671522273
1510,autopytorch,10.0,0.9466294729452625
1510,autopytorch,11.0,0.9647888903845291
1510,autopytorch,12.0,0.9470445344129554
1510,autopytorch,13.0,0.9824561403508771
1510,autopytorch,14.0,0.991200155717409
1510,autopytorch,15.0,0.9737373909269983
1510,autopytorch,16.0,0.982633419927588
1510,autopytorch,17.0,0.9648241482827948
1510,autopytorch,18.0,0.9736356613037366
1510,autopytorch,19.0,0.9643874643874643
1510,autopytorch,20.0,0.9912019876383678
1510,autosklearn,1.0,0.9473684210526315
1510,autosklearn,2.0,0.9646963562753036
1510,autosklearn,3.0,0.982400427871839
1510,autosklearn,4.0,0.9823481781376517
1510,autosklearn,5.0,0.9737679539004043
1510,autosklearn,6.0,0.973582696311965
1510,autosklearn,7.0,0.9735947712418299
1510,autosklearn,8.0,0.9465852130325814
1510,autosklearn,9.0,0.991200155717409
1510,autosklearn,10.0,0.9646814404432132
1510,autosklearn,11.0,0.9912133978913833
1510,autosklearn,12.0,0.9646963562753036
1510,autosklearn,13.0,1.0
1510,autosklearn,14.0,0.9823407202216066
1510,autosklearn,15.0,0.9825239427070089
1510,autosklearn,16.0,1.0
1510,autosklearn,17.0,0.9735785911619373
1510,autosklearn,18.0,0.9824561403508771
1510,autosklearn,19.0,0.9643874643874643
1510,autosklearn,20.0,0.9823481781376517
1510,evalml,1.0,0.9736310301256335
1510,evalml,2.0,0.9646963562753036
1510,evalml,3.0,0.9649122807017544
1510,evalml,4.0,0.9912019876383678
1510,evalml,5.0,0.9825641025641025
1510,evalml,6.0,0.9643188854489164
1510,evalml,7.0,0.9643874643874643
1510,evalml,8.0,0.9471462747778537
1510,evalml,9.0,0.9553457217945438
1510,evalml,10.0,0.9562707635625467
1510,evalml,11.0,0.9558976047642969
1510,evalml,12.0,0.9553950235064784
1510,evalml,13.0,0.9912019876383678
1510,evalml,14.0,0.9649122807017544
1510,evalml,15.0,0.9738298581940532
1510,evalml,16.0,1.0
1510,evalml,17.0,0.9735785911619373
1510,evalml,18.0,0.973728227378482
1510,evalml,19.0,0.9643874643874643
1510,evalml,20.0,0.9912019876383678
1510,fedot,1.0,0.9736310301256335
1510,fedot,2.0,0.9649122807017544
1510,fedot,3.0,0.973644637910566
1510,fedot,4.0,0.9912019876383678
1510,fedot,5.0,0.9735947712418299
1510,fedot,6.0,0.9559711605199416
1510,fedot,7.0,0.9556635734276034
1510,fedot,8.0,0.9287802840434419
1510,fedot,9.0,0.9824561403508774
1510,fedot,10.0,0.9823407202216066
1510,fedot,11.0,0.9824561403508771
1510,fedot,12.0,0.9560099381918393
1510,fedot,13.0,1.0
1510,fedot,14.0,0.9737624581375282
1510,fedot,15.0,0.9737373909269983
1510,fedot,16.0,1.0
1510,fedot,17.0,0.9823883379947452
1510,fedot,18.0,0.9559912854030501
1510,fedot,19.0,0.9823481781376517
1510,flaml,1.0,0.9475535065284696
1510,flaml,2.0,0.938413913468575
1510,flaml,3.0,0.9559202666163618
1510,flaml,4.0,0.9734329804040505
1510,flaml,5.0,0.9911982570806099
1510,flaml,6.0,0.9565875472996217
1510,flaml,7.0,0.9649122807017544
1510,flaml,8.0,0.9201108489034185
1510,flaml,9.0,0.9646814404432132
1510,flaml,10.0,0.9384010900218638
1510,flaml,11.0,0.9824561403508771
1510,flaml,12.0,0.9476497793096171
1510,flaml,13.0,0.9912523813944032
1510,flaml,14.0,0.9823407202216066
1510,flaml,15.0,0.9389363357861245
1510,flaml,16.0,0.9912737079766266
1510,flaml,17.0,0.9824120741413975
1510,flaml,18.0,0.9823883379947452
1510,flaml,19.0,0.9552943990909363
1510,flaml,20.0,0.9824561403508771
1510,gama,1.0,0.9562212662481583
1510,gama,2.0,0.9473684210526315
1510,gama,3.0,0.982400427871839
1510,gama,4.0,0.9823481781376517
1510,gama,5.0,0.9735947712418299
1510,gama,6.0,0.9651585967375441
1510,gama,7.0,0.9735947712418299
1510,gama,8.0,0.9468857206888823
1510,gama,9.0,0.9823407202216066
1510,gama,10.0,0.9466294729452625
1510,gama,11.0,0.9824561403508771
1510,gama,12.0,0.9470445344129554
1510,gama,13.0,0.9824561403508771
1510,gama,14.0,0.9824561403508774
1510,gama,15.0,0.9650478854140182
1510,gama,16.0,0.9912737079766266
1510,gama,17.0,0.9560888361377957
1510,gama,18.0,0.9912118871012456
1510,gama,19.0,0.973398144056562
1510,gama,20.0,0.9823481781376517
1510,h2o,1.0,0.9211982792466851
1510,h2o,2.0,0.9122807017543859
1510,h2o,3.0,0.938030083631313
1510,h2o,4.0,0.9190501662906716
1510,h2o,5.0,0.9562799231673403
1510,h2o,6.0,0.8606343869501764
1510,h2o,7.0,0.9562799231673403
1510,h2o,8.0,0.9201108489034185
1510,h2o,9.0,0.920801401456682
1510,h2o,10.0,0.9127844950213371
1510,h2o,11.0,0.9471833355767937
1510,h2o,12.0,0.9473684210526315
1510,h2o,13.0,0.9650998528730782
1510,h2o,14.0,0.9560007785870456
1510,h2o,15.0,0.9128976533405124
1510,h2o,16.0,0.9655808729139923
1510,h2o,17.0,0.9294258373205742
1510,h2o,18.0,0.9469241285030758
1510,h2o,19.0,0.9556635734276034
1510,h2o,20.0,0.9305207463102201
1510,lightautoml,1.0,0.2234359483614697
1510,lightautoml,2.0,0.1822738664843928
1510,lightautoml,3.0,0.24951267056530213
1510,lightautoml,4.0,0.1822738664843928
1510,lightautoml,5.0,0.16666666666666666
1510,lightautoml,6.0,0.15157894736842104
1510,lightautoml,7.0,0.16666666666666666
1510,lightautoml,8.0,0.2234359483614697
1510,lightautoml,9.0,0.17440660474716205
1510,lightautoml,10.0,0.17440660474716205
1510,lightautoml,11.0,0.2407104718317533
1510,lightautoml,12.0,0.1822738664843928
1510,lightautoml,13.0,0.1822738664843928
1510,lightautoml,14.0,0.17440660474716205
1510,lightautoml,15.0,0.2149677992449478
1510,lightautoml,16.0,0.10964912280701754
1510,lightautoml,17.0,0.26743688489516476
1510,lightautoml,18.0,0.23201754385964912
1510,lightautoml,19.0,0.16666666666666666
1510,lightautoml,20.0,0.1822738664843928
1510,lightwood,1.0,0.9387097727474216
1510,lightwood,2.0,0.9208178887453108
1510,lightwood,3.0,0.973644637910566
1510,lightwood,4.0,0.9644506001846722
1510,lightwood,5.0,0.973398144056562
1510,lightwood,6.0,0.9565875472996217
1510,lightwood,7.0,0.946998946998947
1510,lightwood,8.0,0.9287802840434419
1510,lightwood,9.0,0.94702216066482
1510,lightwood,10.0,0.9384010900218638
1510,lightwood,11.0,0.9475179425837321
1510,lightwood,12.0,0.9131509328877749
1510,lightwood,13.0,1.0
1510,lightwood,14.0,0.9565050191616608
1510,lightwood,15.0,0.9651590613362049
1510,lightwood,16.0,0.9157704387551155
1510,lightwood,17.0,0.9474667059806378
1510,lightwood,18.0,0.9649122807017544
1510,lightwood,19.0,0.9473684210526315
1510,lightwood,20.0,0.9823481781376517
1510,mljar,1.0,0.938904609193234
1510,mljar,2.0,0.9560099381918393
1510,mljar,3.0,0.9559202666163618
1510,mljar,4.0,0.9553950235064784
1510,mljar,5.0,0.9823329823329822
1510,mljar,6.0,0.9562992766937228
1510,mljar,7.0,0.9391442245065555
1510,mljar,8.0,0.937489340301314
1510,mljar,9.0,0.9734158926728587
1510,mljar,10.0,0.9556931544547642
1510,mljar,11.0,0.9116026781930672
1510,mljar,12.0,0.9216626943345069
1510,mljar,13.0,1.0
1510,mljar,14.0,0.9737624581375282
1510,mljar,15.0,0.93031812267241
1510,mljar,16.0,0.982633419927588
1510,mljar,17.0,0.9736533016826774
1510,mljar,18.0,0.9649122807017544
1510,mljar,19.0,0.9643874643874643
1510,mljar,20.0,0.9824561403508771
1510,naive,1.0,0.9475535065284696
1510,naive,2.0,0.9562619069720156
1510,pycaret,1.0,0.938904609193234
1510,pycaret,2.0,0.9473684210526315
1510,pycaret,3.0,0.973552159969817
1510,pycaret,4.0,0.9823481781376517
1510,pycaret,5.0,0.9735947712418299
1510,pycaret,6.0,0.9649122807017544
1510,pycaret,7.0,0.9735947712418299
1510,pycaret,8.0,0.9378639935915477
1510,pycaret,9.0,0.9737624581375282
1510,pycaret,10.0,0.9466294729452625
1510,pycaret,11.0,0.9737237831420658
1510,pycaret,12.0,0.938413913468575
1510,pycaret,13.0,0.9912523813944032
1510,pycaret,14.0,0.9737624581375282
1510,pycaret,15.0,0.9650478854140182
1510,pycaret,16.0,0.9824561403508771
1510,pycaret,17.0,0.9736533016826774
1510,pycaret,18.0,0.9823883379947452
1510,pycaret,19.0,0.9911982570806099
1510,pycaret,20.0,0.9912019876383678
1510,tpot,1.0,0.9562212662481583
1510,tpot,2.0,0.9473684210526315
1510,tpot,3.0,0.973644637910566
1510,tpot,4.0,0.9734329804040505
1510,tpot,5.0,0.9824561403508771
1510,tpot,6.0,0.9477378951063162
1510,tpot,7.0,0.973398144056562
1510,tpot,8.0,0.9201108489034185
1510,tpot,9.0,0.9646814404432132
1510,tpot,10.0,0.9293628808864266
1510,tpot,11.0,0.9558976047642969
1510,tpot,12.0,0.938413913468575
1510,tpot,13.0,0.9476497793096171
1510,tpot,14.0,0.9649122807017544
1510,tpot,15.0,0.9737373909269983
1510,tpot,16.0,0.9912737079766266
1510,tpot,17.0,0.9912177672275592
1510,tpot,18.0,0.9824561403508771
1510,tpot,19.0,0.9552943990909363
1510,tpot,20.0,0.9823481781376517
40945,4intelligence,1.0,0.8555701216671979
40945,4intelligence,2.0,0.855807234890712
40945,4intelligence,3.0,0.8555508831620937
40945,4intelligence,4.0,0.8562532634935183
40945,4intelligence,5.0,0.8503377727859608
40945,4intelligence,6.0,0.855807234890712
40945,4intelligence,7.0,0.8555508831620937
40945,4intelligence,8.0,0.8558277620367786
40945,4intelligence,9.0,0.855807234890712
40945,4intelligence,10.0,0.8490328187595209
40945,4intelligence,11.0,0.8555701216671979
40945,4intelligence,12.0,0.8530356152913633
40945,4intelligence,13.0,0.856065112522477
40945,4intelligence,14.0,0.8555701216671979
40945,4intelligence,15.0,0.855807234890712
40945,4intelligence,16.0,0.8555508831620937
40945,4intelligence,17.0,0.855907482130671
40945,4intelligence,18.0,0.8558277620367786
40945,4intelligence,19.0,0.8565109038630989
40945,4intelligence,20.0,0.8534846617963749
40945,autogluon,1.0,0.9809432152309293
40945,autogluon,2.0,0.9656656351821896
40945,autogluon,3.0,0.9655448720797252
40945,autogluon,4.0,0.9770358987916242
40945,autogluon,5.0,0.9731704732233462
40945,autogluon,6.0,0.9500065303065371
40945,autogluon,7.0,0.9695078740880266
40945,autogluon,8.0,0.9693696674140967
40945,autogluon,9.0,0.9808967744450722
40945,autogluon,10.0,0.9733205013233012
40945,autogluon,11.0,0.9618824115308052
40945,autogluon,12.0,0.9733690156133475
40945,autogluon,13.0,0.9615854350918964
40945,autogluon,14.0,0.9655300379237943
40945,autogluon,15.0,0.9617509795364522
40945,autogluon,16.0,0.9421991666613166
40945,autogluon,17.0,0.9692966499248189
40945,autogluon,18.0,0.9617482333915817
40945,autogluon,19.0,0.9617616448478093
40945,autogluon,20.0,0.9770992366412213
40945,autokeras,1.0,0.9469894668323569
40945,autokeras,2.0,0.9465077594012098
40945,autokeras,3.0,0.9350512987721934
40945,autokeras,4.0,0.9347785328433954
40945,autokeras,5.0,0.9576731421486435
40945,autokeras,6.0,0.9541076479211636
40945,autokeras,7.0,0.9541984732824428
40945,autokeras,8.0,0.9575208087039221
40945,autokeras,9.0,0.9692644624298721
40945,autokeras,10.0,0.9391027941962399
40945,autokeras,11.0,0.9466991124584536
40945,autokeras,12.0,0.9543930689598431
40945,autokeras,13.0,0.9387393348281933
40945,autokeras,14.0,0.9505371354323766
40945,autokeras,15.0,0.9349042554297439
40945,autokeras,16.0,0.9342000323812836
40945,autokeras,17.0,0.9307718405428329
40945,autokeras,18.0,0.9017813569300085
40945,autokeras,19.0,0.9426962544777612
40945,autokeras,20.0,0.9694656488549618
40945,autopytorch,1.0,0.9885328358169554
40945,autopytorch,2.0,0.973238360267899
40945,autopytorch,3.0,0.9619024772895951
40945,autopytorch,4.0,0.9769998181931158
40945,autopytorch,5.0,0.969365304711715
40945,autopytorch,6.0,0.9692710531775615
40945,autopytorch,7.0,0.9694194854068106
40945,autopytorch,8.0,0.9769512610551377
40945,autopytorch,9.0,0.9808967744450722
40945,autopytorch,10.0,0.9770992366412213
40945,autopytorch,11.0,0.969421462878026
40945,autopytorch,12.0,0.9771495332474938
40945,autopytorch,13.0,0.9615854350918964
40945,autopytorch,14.0,0.96544444550771
40945,autopytorch,15.0,0.9769986434286765
40945,autopytorch,16.0,0.9654552759414149
40945,autopytorch,17.0,0.9770178491243826
40945,autopytorch,18.0,0.9693985867132653
40945,autopytorch,19.0,0.9617616448478093
40945,autopytorch,20.0,0.9692775639393721
40945,autosklearn,1.0,0.8954277728055611
40945,autosklearn,2.0,0.9119587113232821
40945,autosklearn,3.0,0.8436584830438595
40945,autosklearn,4.0,0.8955992036648692
40945,autosklearn,5.0,0.8998479479070186
40945,autosklearn,6.0,0.8730935000089023
40945,autosklearn,7.0,0.9151010402353591
40945,autosklearn,8.0,0.9027172994448599
40945,autosklearn,9.0,0.8712521393116553
40945,autosklearn,10.0,0.8811442680181847
40945,autosklearn,11.0,0.8478804612636023
40945,autosklearn,12.0,0.8555780517061701
40945,autosklearn,13.0,0.8782257153462549
40945,autosklearn,14.0,0.8742313961557704
40945,autosklearn,15.0,0.8656665938149491
40945,autosklearn,16.0,0.8428245958865714
40945,autosklearn,17.0,0.8696088085969129
40945,autosklearn,18.0,0.903785227016837
40945,autosklearn,19.0,0.8691631931119124
40945,autosklearn,20.0,0.9146533755616912
40945,evalml,1.0,0.9538478936952219
40945,evalml,2.0,0.9537555241152309
40945,evalml,3.0,0.934504637801698
40945,fedot,,
40945,flaml,1.0,0.16555480216102714
40945,flaml,2.0,0.26384602891018355
40945,flaml,3.0,0.9693402589112352
40945,flaml,4.0,0.24829680702618406
40945,flaml,5.0,0.23307334882177233
40945,flaml,6.0,0.9654694826044509
40945,flaml,7.0,0.23684809367177642
40945,flaml,8.0,0.15894141716347315
40945,flaml,9.0,0.9847014769415493
40945,flaml,10.0,0.9732432835728957
40945,flaml,11.0,0.24064369713224676
40945,flaml,12.0,0.19297795454059485
40945,flaml,13.0,0.15894141716347315
40945,flaml,14.0,0.19651157831890487
40945,flaml,15.0,0.20364715860899066
40945,flaml,16.0,0.9502715712551739
40945,flaml,17.0,0.2255871188420306
40945,flaml,18.0,0.2000680431223288
40945,flaml,19.0,0.21818639375891286
40945,flaml,20.0,0.2145185372111118
40945,gama,,
40945,h2o,1.0,0.9846874344366799
40945,h2o,2.0,0.9656310218572719
40945,h2o,3.0,0.9693402589112352
40945,h2o,4.0,0.9731441017590451
40945,h2o,5.0,0.9693090337547492
40945,h2o,6.0,0.9617563732676363
40945,h2o,7.0,0.9694656488549618
40945,h2o,8.0,0.9769512610551377
40945,h2o,9.0,0.9847014769415493
40945,h2o,10.0,0.9620402903906631
40945,h2o,11.0,0.9770660971585194
40945,h2o,12.0,0.973312267545112
40945,h2o,13.0,0.9578145652373489
40945,h2o,14.0,0.9617454524458515
40945,h2o,15.0,0.9579714205993237
40945,h2o,16.0,0.9576985533770067
40945,h2o,17.0,0.9732125795736888
40945,h2o,18.0,0.9693985867132653
40945,h2o,19.0,0.9617616448478093
40945,h2o,20.0,0.9541984732824428
40945,lightautoml,,
40945,lightwood,1.0,0.9729844307792139
40945,lightwood,2.0,0.9655016277075879
40945,lightwood,3.0,0.9615888164719517
40945,lightwood,4.0,0.9731441017590451
40945,lightwood,5.0,0.9654392654386234
40945,lightwood,6.0,0.9537961004322635
40945,lightwood,7.0,0.9617116647796863
40945,lightwood,8.0,0.9769512610551377
40945,lightwood,9.0,0.9846679592016808
40945,lightwood,10.0,0.9615986645660982
40945,lightwood,11.0,0.9655726262535822
40945,lightwood,12.0,0.9695327109966584
40945,lightwood,13.0,0.9499754181333633
40945,lightwood,14.0,0.9692441742713559
40945,lightwood,15.0,0.9731333187629898
40945,lightwood,16.0,0.9538069355319111
40945,lightwood,17.0,0.9732125795736888
40945,lightwood,18.0,0.9615637833824451
40945,lightwood,19.0,0.9617616448478093
40945,lightwood,20.0,0.9731476501231382
40945,mljar,1.0,0.9494633993705336
40945,mljar,2.0,0.9425027128459799
40945,mljar,3.0,0.9420219874817117
40945,mljar,4.0,0.9462417413591258
40945,mljar,5.0,0.9423987757310389
40945,mljar,6.0,0.9154953962382938
40945,mljar,7.0,0.9344682676548169
40945,mljar,8.0,0.9494129957113272
40945,mljar,9.0,0.9536619179099283
40945,mljar,10.0,0.9614721306654578
40945,mljar,11.0,0.9384092473758813
40945,mljar,12.0,0.9422407393067935
40945,mljar,13.0,0.9497973193773623
40945,mljar,14.0,0.9617454524458515
40945,mljar,15.0,0.9356235069445864
40945,mljar,16.0,0.9459951728783116
40945,mljar,17.0,0.9538478936952219
40945,mljar,18.0,0.9227123640694247
40945,mljar,19.0,0.9384297379350176
40945,mljar,20.0,0.9615077349397015
40945,naive,1.0,0.9691777045323661
40945,naive,2.0,0.9694330053721198
40945,naive,3.0,0.9498831792105441
40945,naive,4.0,0.9615310703461625
40945,naive,5.0,0.9459513712185469
40945,naive,6.0,0.9380728091139006
40945,naive,7.0,0.9500905586249747
40945,naive,8.0,0.9573622527489106
40945,naive,9.0,0.9614856265772994
40945,naive,10.0,0.9693748688733599
40945,naive,11.0,0.9423162091504637
40945,naive,12.0,0.9617426351732832
40945,pycaret,1.0,0.9614721306654578
40945,pycaret,2.0,0.9616954298214093
40945,pycaret,3.0,0.9420219874817117
40945,pycaret,4.0,0.9301569671451997
40945,pycaret,5.0,0.942156374791841
40945,pycaret,6.0,0.9378977496530959
40945,pycaret,7.0,0.9341664281477854
40945,pycaret,8.0,0.9454116894164162
40945,pycaret,9.0,0.9536619179099283
40945,pycaret,10.0,0.9654934971665698
40945,pycaret,11.0,0.9421991666613166
40945,pycaret,12.0,0.9577575278446723
40945,pycaret,13.0,0.9537423198659467
40945,pycaret,14.0,0.9614513578415101
40945,pycaret,15.0,0.953644786823428
40945,pycaret,16.0,0.9459951728783116
40945,pycaret,17.0,0.9419708113877352
40945,pycaret,18.0,0.9302381025964794
40945,pycaret,19.0,0.9384297379350176
40945,pycaret,20.0,0.9497724013930401
40945,tpot,,
